TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,AGENT_ID,VENDOR_ID,TXN_DATE_TIME,LOSS_DT,REPORT_DT,CLAIM_AMOUNT,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,fraud_indicator,risk_level
TXN00002096,A00007664,PLC00001910,AGENT00111,,2020-08-24T00:00:00.000Z,2020-08-21,2020-08-21,37000.0,A,Minor Loss,Ambulance,1,0,AR,Fayetteville,8,1,High
TXN00002114,A00003114,PLC00004343,AGENT00066,VNDR00094,2020-08-24T00:00:00.000Z,2020-08-17,2020-08-19,77000.0,A,Total Loss,Ambulance,0,1,DC,Washington,4,1,High
TXN00002119,A00005111,PLC00000555,AGENT00354,,2020-08-25T00:00:00.000Z,2020-08-18,2020-08-20,19000.0,A,Total Loss,Ambulance,1,0,AR,Fayetteville,15,0,Medium
TXN00002141,A00008524,PLC00003008,AGENT00038,VNDR00211,2020-08-26T00:00:00.000Z,2020-08-19,2020-08-21,12000.0,A,Major Loss,Other,1,1,CT,Manchester,7,0,Low
TXN00002159,A00005973,PLC00008111,AGENT01025,,2020-08-26T00:00:00.000Z,2020-08-16,2020-08-19,3000.0,A,Major Loss,Other,1,1,FL,Southport,18,0,Low
TXN00002182,A00000825,PLC00000859,AGENT00019,VNDR00211,2020-08-27T00:00:00.000Z,2020-08-23,2020-08-24,13000.0,D,Major Loss,Ambulance,1,0,VT,Woodbury,21,0,Low
TXN00002186,A00006678,PLC00005585,AGENT00422,,2020-08-28T00:00:00.000Z,2020-08-23,2020-08-24,66000.0,A,Major Loss,Ambulance,0,0,AK,Kenai,1,1,High
TXN00002190,A00002429,PLC00005361,AGENT00719,VNDR00422,2020-08-28T00:00:00.000Z,2020-08-16,2020-08-21,600.0,A,Major Loss,None,0,1,CO,Pueblo,7,0,Low
TXN00002199,A00005341,PLC00001063,AGENT00190,VNDR00406,2020-08-29T00:00:00.000Z,2020-08-13,2020-08-18,4000.0,A,Minor Loss,None,0,0,VT,Townshend,12,0,Low
TXN00002214,A00007525,PLC00002800,AGENT00036,VNDR00256,2020-08-30T00:00:00.000Z,2020-08-20,2020-08-23,600.0,A,Major Loss,Police,1,1,DC,Washington,0,0,Low
TXN00002217,A00001998,PLC00002191,AGENT00845,VNDR00283,2020-08-30T00:00:00.000Z,2020-08-16,2020-08-21,37000.0,A,Major Loss,Other,1,0,CT,Manchester,15,1,High
TXN00002223,A00000864,PLC00007099,AGENT01183,VNDR00176,2020-08-30T00:00:00.000Z,2020-08-23,2020-08-25,5000.0,A,Major Loss,Other,0,1,CA,Hesperia,20,0,Low
TXN00002231,A00004103,PLC00001992,AGENT00808,VNDR00332,2020-08-30T00:00:00.000Z,2020-08-20,2020-08-23,16000.0,A,Minor Loss,Police,1,0,DC,Washington,7,0,Low
TXN00002246,A00009093,PLC00000018,AGENT00116,VNDR00287,2020-08-31T00:00:00.000Z,2020-08-14,2020-08-19,72000.0,A,Total Loss,Police,0,1,CT,Manchester,10,1,High
TXN00002254,A00001563,PLC00000417,AGENT01173,VNDR00249,2020-08-31T00:00:00.000Z,2020-08-30,2020-08-30,43000.0,A,Total Loss,Police,1,1,FL,Panama City,20,0,High
TXN00002282,A00008978,PLC00000216,AGENT00250,VNDR00357,2020-09-02T00:00:00.000Z,2020-08-30,2020-08-30,81000.0,A,Minor Loss,None,1,0,AK,Anchorage,0,1,High
TXN00002295,A00007680,PLC00006041,AGENT00338,VNDR00004,2020-09-02T00:00:00.000Z,2020-08-24,2020-08-27,700.0,A,Minor Loss,Ambulance,1,1,CA,San Leandro,22,0,Low
TXN00002354,A00002686,PLC00005798,AGENT00976,,2020-09-04T00:00:00.000Z,2020-08-24,2020-08-29,500.0,A,Minor Loss,Police,1,1,AR,Fayetteville,10,0,Low
TXN00002357,A00005486,PLC00002703,AGENT00679,,2020-09-04T00:00:00.000Z,2020-08-31,2020-09-01,83000.0,A,Total Loss,Other,1,0,AZ,Glendale,7,1,High
TXN00002367,A00007329,PLC00004106,AGENT01054,,2020-09-04T00:00:00.000Z,2020-08-29,2020-08-31,6000.0,A,Minor Loss,Ambulance,0,1,DC,Washington,10,0,Low
TXN00002405,A00002051,PLC00000277,AGENT00323,,2020-09-06T00:00:00.000Z,2020-08-31,2020-09-02,700.0,D,Total Loss,Police,1,0,AR,Fayetteville,17,0,Low
TXN00002481,A00008393,PLC00005928,AGENT01141,VNDR00386,2020-09-09T00:00:00.000Z,2020-09-06,2020-09-06,9000.0,A,Minor Loss,Police,1,1,MD,Baltimore,14,0,Low
TXN00002498,A00001122,PLC00005432,AGENT00418,VNDR00074,2020-09-10T00:00:00.000Z,2020-09-02,2020-09-05,600.0,A,Total Loss,Police,1,1,CA,Orange,13,0,Low
TXN00002520,A00003180,PLC00003804,AGENT00649,,2020-09-10T00:00:00.000Z,2020-09-06,2020-09-07,4000.0,A,Minor Loss,None,1,1,AZ,Glendale,20,0,Low
TXN00002547,A00007471,PLC00006977,AGENT00831,VNDR00392,2020-09-12T00:00:00.000Z,2020-08-27,2020-09-01,500.0,A,Minor Loss,Police,0,1,GA,Savannah,10,0,Low
TXN00002578,A00006620,PLC00003631,AGENT00382,,2020-09-13T00:00:00.000Z,2020-08-28,2020-09-02,8000.0,A,Minor Loss,None,0,0,AR,Fayetteville,3,0,Low
TXN00002579,A00000180,PLC00008437,AGENT00954,,2020-09-13T00:00:00.000Z,2020-09-11,2020-09-11,55000.0,A,Minor Loss,Ambulance,1,1,MA,Plymouth,11,0,High
TXN00002585,A00005437,PLC00007482,AGENT00905,,2020-09-13T00:00:00.000Z,2020-09-01,2020-09-06,8000.0,A,Total Loss,Ambulance,1,0,CA,Oakland,15,0,Low
TXN00002603,A00009956,PLC00002929,AGENT00157,VNDR00483,2020-09-13T00:00:00.000Z,2020-09-02,2020-09-07,77000.0,A,Minor Loss,None,1,1,AL,Montgomery,21,0,High
TXN00002605,A00008210,PLC00007495,AGENT00678,VNDR00555,2020-09-14T00:00:00.000Z,2020-09-11,2020-09-11,2000.0,A,Total Loss,Police,1,1,CA,Carson,17,0,Low
TXN00002624,A00006968,PLC00004785,AGENT00952,VNDR00517,2020-09-14T00:00:00.000Z,2020-09-06,2020-09-09,300.0,A,Total Loss,Ambulance,0,0,CA,Sutter Creek,19,1,Low
TXN00002633,A00006650,PLC00008621,AGENT00381,VNDR00067,2020-09-15T00:00:00.000Z,2020-09-08,2020-09-10,37000.0,A,Major Loss,None,1,1,AZ,Glendale,5,0,High
TXN00002634,A00000687,PLC00003740,AGENT00456,,2020-09-15T00:00:00.000Z,2020-09-10,2020-09-11,3000.0,D,Total Loss,Ambulance,0,1,MD,Annapolis,14,1,Low
TXN00002672,A00001523,PLC00007828,AGENT00328,VNDR00353,2020-09-16T00:00:00.000Z,2020-09-02,2020-09-07,5000.0,A,Major Loss,None,1,1,GA,Savannah,12,0,Low
TXN00002680,A00003785,PLC00000131,AGENT00042,,2020-09-16T00:00:00.000Z,2020-09-12,2020-09-13,23000.0,D,Total Loss,None,0,0,OK,Edmond,14,1,Medium
TXN00002698,A00003990,PLC00004231,AGENT00089,VNDR00472,2020-09-17T00:00:00.000Z,2020-09-09,2020-09-12,700.0,D,Total Loss,None,1,0,CA,Jackson,20,0,Low
TXN00002721,A00009408,PLC00008903,AGENT00859,VNDR00454,2020-09-18T00:00:00.000Z,2020-09-16,2020-09-16,600.0,A,Minor Loss,Ambulance,0,1,DC,Washington,15,0,Low
TXN00002722,A00009153,PLC00004238,AGENT00154,VNDR00054,2020-09-18T00:00:00.000Z,2020-09-13,2020-09-14,55000.0,A,Minor Loss,Ambulance,1,1,MA,Medway,14,0,High
TXN00002762,A00000820,PLC00004583,AGENT00776,VNDR00382,2020-09-20T00:00:00.000Z,2020-09-15,2020-09-16,3000.0,A,Major Loss,Ambulance,1,0,TN,Nashville,5,0,Low
TXN00002784,A00009495,PLC00008403,AGENT01108,VNDR00101,2020-09-20T00:00:00.000Z,2020-09-19,2020-09-19,2000.0,A,Major Loss,Ambulance,0,0,AL,Montgomery,15,0,Low
TXN00002795,A00007494,PLC00004229,AGENT00251,VNDR00460,2020-09-21T00:00:00.000Z,2020-09-14,2020-09-16,3000.0,A,Major Loss,Police,1,1,CO,Arvada,9,0,Low
TXN00002798,A00006325,PLC00003948,AGENT00238,VNDR00505,2020-09-21T00:00:00.000Z,2020-09-01,2020-09-06,500.0,A,Minor Loss,None,0,0,OK,Oklahoma City,16,0,Low
TXN00002811,A00001822,PLC00009369,AGENT00413,,2020-09-22T00:00:00.000Z,2020-09-06,2020-09-11,42000.0,D,Minor Loss,Ambulance,1,1,AK,Anchorage,6,0,High
TXN00002842,A00005550,PLC00001986,AGENT00067,VNDR00113,2020-09-23T00:00:00.000Z,2020-09-16,2020-09-18,100.0,A,Total Loss,Police,1,1,CT,Manchester,20,0,Low
TXN00002851,A00005122,PLC00001330,AGENT00318,VNDR00090,2020-09-24T00:00:00.000Z,2020-09-11,2020-09-16,14000.0,A,Total Loss,Ambulance,1,0,CA,Redding,12,0,Low
TXN00002871,A00005499,PLC00003655,AGENT00067,VNDR00307,2020-09-24T00:00:00.000Z,2020-09-22,2020-09-22,4000.0,A,Minor Loss,Ambulance,1,0,CT,Manchester,9,0,Low
TXN00002891,A00000692,PLC00009869,AGENT00325,VNDR00387,2020-09-25T00:00:00.000Z,2020-09-20,2020-09-21,5000.0,D,Total Loss,Other,0,1,CA,Oakland,18,1,Low
TXN00002948,A00009150,PLC00001033,AGENT00716,VNDR00317,2020-09-28T00:00:00.000Z,2020-09-21,2020-09-23,3000.0,A,Major Loss,Ambulance,1,1,GA,Pooler,11,0,Low
TXN00002960,A00008789,PLC00002757,AGENT00045,VNDR00119,2020-09-28T00:00:00.000Z,2020-09-20,2020-09-23,400.0,A,Major Loss,None,1,1,AL,Montgomery,20,0,Low
TXN00002972,A00008486,PLC00007294,AGENT00359,,2020-09-29T00:00:00.000Z,2020-09-09,2020-09-14,4000.0,A,Minor Loss,Other,1,1,AL,Montgomery,4,0,Low
TXN00002979,A00009541,PLC00004201,AGENT00951,VNDR00457,2020-09-29T00:00:00.000Z,2020-09-10,2020-09-15,300.0,A,Total Loss,Police,1,1,VT,Hartford,19,0,Low
TXN00003004,A00008767,PLC00003264,AGENT00567,VNDR00326,2020-09-30T00:00:00.000Z,2020-09-26,2020-09-27,4000.0,A,Total Loss,Police,1,1,AR,Fayetteville,16,0,Low
TXN00003015,A00004304,PLC00002620,AGENT01014,,2020-09-30T00:00:00.000Z,2020-09-21,2020-09-24,500.0,A,Total Loss,None,1,1,AZ,Glendale,1,0,Low
TXN00003017,A00000462,PLC00005001,AGENT00506,,2020-10-01T00:00:00.000Z,2020-09-15,2020-09-20,3000.0,A,Minor Loss,Police,0,1,AR,Fayetteville,21,0,Low
TXN00003019,A00002143,PLC00006046,AGENT00937,VNDR00051,2020-10-01T00:00:00.000Z,2020-09-14,2020-09-19,9000.0,A,Minor Loss,Ambulance,0,1,GA,Savannah,18,0,Low
TXN00003049,A00003979,PLC00009360,AGENT01018,,2020-10-02T00:00:00.000Z,2020-09-25,2020-09-27,82000.0,A,Major Loss,Police,1,1,OK,Oklahoma City,14,0,High
TXN00003069,A00009820,PLC00002621,AGENT00175,,2020-10-03T00:00:00.000Z,2020-09-29,2020-09-30,3000.0,A,Major Loss,Ambulance,1,0,MA,Cambridge,22,0,Low
TXN00003082,A00000229,PLC00006528,AGENT00067,VNDR00408,2020-10-04T00:00:00.000Z,2020-09-15,2020-09-20,4000.0,A,Minor Loss,Other,1,0,MA,Wareham,6,0,Low
TXN00003089,A00008668,PLC00009566,AGENT00895,VNDR00506,2020-10-04T00:00:00.000Z,2020-09-14,2020-09-19,15000.0,A,Major Loss,Other,1,1,TN,Nashville,15,0,Low
TXN00003096,A00003457,PLC00007952,AGENT00288,VNDR00570,2020-10-04T00:00:00.000Z,2020-09-27,2020-09-29,2000.0,D,Minor Loss,Ambulance,1,1,KY,Louisville,2,0,Low
TXN00003106,A00001821,PLC00002292,AGENT00939,,2020-10-05T00:00:00.000Z,2020-09-17,2020-09-22,3000.0,A,Total Loss,Ambulance,1,1,OK,Oklahoma City,2,0,Low
TXN00003109,A00004419,PLC00002975,AGENT00875,,2020-10-05T00:00:00.000Z,2020-09-19,2020-09-24,90000.0,A,Minor Loss,Ambulance,1,1,TN,Nashville,2,0,High
TXN00003116,A00002482,PLC00006578,AGENT00382,,2020-10-05T00:00:00.000Z,2020-09-25,2020-09-28,3000.0,A,Major Loss,Police,1,1,CO,Greeley,6,0,Low
TXN00003130,A00009588,PLC00005265,AGENT00516,,2020-10-06T00:00:00.000Z,2020-09-25,2020-09-30,17000.0,A,Total Loss,None,1,1,AR,Fayetteville,6,0,Medium
TXN00003138,A00008701,PLC00006103,AGENT00012,VNDR00242,2020-10-06T00:00:00.000Z,2020-10-05,2020-10-05,100.0,A,Major Loss,Ambulance,1,0,MD,Gambrills,0,0,Low
TXN00003148,A00005051,PLC00006495,AGENT00763,,2020-10-06T00:00:00.000Z,2020-09-30,2020-10-02,80000.0,A,Minor Loss,Police,1,1,DC,Washington,6,0,High
TXN00003154,A00006387,PLC00006807,AGENT01090,VNDR00100,2020-10-07T00:00:00.000Z,2020-10-04,2020-10-04,18000.0,D,Total Loss,Ambulance,0,1,CT,Manchester,22,1,Medium
TXN00003162,A00003106,PLC00009271,AGENT00990,VNDR00571,2020-10-07T00:00:00.000Z,2020-09-20,2020-09-25,5000.0,A,Minor Loss,Police,1,0,AL,Montgomery,9,0,Low
TXN00003196,A00002559,PLC00000339,AGENT00641,VNDR00193,2020-10-08T00:00:00.000Z,2020-09-26,2020-10-01,3000.0,A,Minor Loss,Police,0,1,FL,Panama City,20,0,Low
TXN00003211,A00008038,PLC00002857,AGENT00593,,2020-10-09T00:00:00.000Z,2020-09-28,2020-10-03,16000.0,A,Total Loss,None,1,1,AZ,Glendale,5,0,Low
TXN00003221,A00005912,PLC00006008,AGENT00226,VNDR00468,2020-10-09T00:00:00.000Z,2020-10-08,2020-10-08,1000.0,A,Major Loss,Police,1,1,CA,Mountain View,10,0,Low
TXN00003269,A00005985,PLC00000267,AGENT00263,VNDR00267,2020-10-11T00:00:00.000Z,2020-09-30,2020-10-05,300.0,A,Minor Loss,Police,1,0,AR,Fayetteville,14,0,Low
TXN00003271,A00000267,PLC00002224,AGENT00421,,2020-10-11T00:00:00.000Z,2020-09-25,2020-09-30,82000.0,A,Minor Loss,Ambulance,1,0,OK,Edmond,4,1,High
TXN00003277,A00002436,PLC00004202,AGENT00439,VNDR00361,2020-10-11T00:00:00.000Z,2020-09-26,2020-10-01,34000.0,A,Minor Loss,Ambulance,1,1,MD,Glen Burnie,21,0,High
TXN00003315,A00009262,PLC00005351,AGENT00365,VNDR00513,2020-10-13T00:00:00.000Z,2020-10-11,2020-10-11,2000.0,A,Total Loss,Ambulance,1,1,FL,Panama City,0,0,Low
TXN00003319,A00001919,PLC00006765,AGENT00329,VNDR00548,2020-10-13T00:00:00.000Z,2020-10-09,2020-10-10,97000.0,A,Total Loss,Other,1,0,MA,Wakefield,11,1,High
TXN00003323,A00005834,PLC00002096,AGENT00532,VNDR00585,2020-10-13T00:00:00.000Z,2020-10-09,2020-10-10,14000.0,A,Minor Loss,Police,0,0,AK,Anchorage,1,0,Low
TXN00003324,A00006461,PLC00006741,AGENT00275,VNDR00072,2020-10-13T00:00:00.000Z,2020-09-30,2020-10-05,400.0,D,Minor Loss,Ambulance,1,0,GA,Savannah,20,0,Low
TXN00003331,A00009667,PLC00000672,AGENT00864,VNDR00152,2020-10-14T00:00:00.000Z,2020-09-27,2020-10-02,6000.0,A,Total Loss,Ambulance,1,1,KY,Louisville,9,0,Low
TXN00003334,A00004485,PLC00003649,AGENT01135,,2020-10-14T00:00:00.000Z,2020-09-24,2020-09-29,29000.0,A,Minor Loss,Ambulance,0,1,FL,Southport,19,0,Medium
TXN00003413,A00008613,PLC00008661,AGENT01110,,2020-10-17T00:00:00.000Z,2020-10-08,2020-10-11,72000.0,A,Minor Loss,Ambulance,1,1,CO,Telluride,18,0,High
TXN00003424,A00000394,PLC00003401,AGENT00073,VNDR00323,2020-10-17T00:00:00.000Z,2020-09-27,2020-10-02,14000.0,A,Total Loss,Ambulance,1,1,DC,Washington,15,0,Low
TXN00003460,A00001878,PLC00002584,AGENT00192,VNDR00457,2020-10-19T00:00:00.000Z,2020-10-17,2020-10-17,4000.0,A,Total Loss,Ambulance,0,0,CT,Manchester,20,1,Low
TXN00003465,A00008981,PLC00005985,AGENT01058,,2020-10-19T00:00:00.000Z,2020-10-05,2020-10-10,600.0,A,Total Loss,Police,1,1,OK,Edmond,22,0,Low
TXN00003487,A00007222,PLC00009685,AGENT00030,,2020-10-20T00:00:00.000Z,2020-10-14,2020-10-16,400.0,A,Total Loss,Other,0,1,AL,Montgomery,21,1,Low
TXN00003488,A00002007,PLC00002257,AGENT00541,VNDR00568,2020-10-20T00:00:00.000Z,2020-10-06,2020-10-11,9000.0,A,Minor Loss,Ambulance,1,1,GA,Savannah,22,0,Low
TXN00003505,A00007257,PLC00008899,AGENT00521,VNDR00093,2020-10-21T00:00:00.000Z,2020-10-12,2020-10-15,3000.0,A,Total Loss,Ambulance,1,1,MD,Glen Burnie,3,0,Low
TXN00003506,A00000210,PLC00004828,AGENT00080,VNDR00544,2020-10-21T00:00:00.000Z,2020-10-10,2020-10-15,26000.0,A,Minor Loss,None,0,1,CT,Manchester,7,0,Medium
TXN00003533,A00009142,PLC00003068,AGENT01045,,2020-10-22T00:00:00.000Z,2020-10-13,2020-10-16,9000.0,A,Major Loss,Ambulance,0,1,DC,Washington,16,0,Low
TXN00003550,A00007813,PLC00002200,AGENT01196,VNDR00152,2020-10-22T00:00:00.000Z,2020-10-13,2020-10-16,39000.0,A,Total Loss,Police,0,0,AL,Montgomery,3,1,High
TXN00003553,A00008097,PLC00003637,AGENT00850,,2020-10-22T00:00:00.000Z,2020-10-20,2020-10-20,3000.0,A,Minor Loss,Ambulance,0,0,OK,Oklahoma City,6,0,Low
TXN00003563,A00000397,PLC00007031,AGENT00750,,2020-10-23T00:00:00.000Z,2020-10-22,2020-10-22,97000.0,A,Minor Loss,Police,1,0,CA,Fremont,11,1,High
TXN00003567,A00001827,PLC00009754,AGENT00573,,2020-10-23T00:00:00.000Z,2020-10-19,2020-10-20,400.0,A,Major Loss,Police,0,1,KY,Louisville,1,0,Low
TXN00000042,A00008902,PLC00006704,AGENT00622,VNDR00560,2020-06-02T00:00:00.000Z,2020-05-20,2020-05-25,2000.0,A,Minor Loss,Police,0,1,AK,Anchorage,14,0,Low
TXN00000043,A00002740,PLC00003271,AGENT00896,VNDR00086,2020-06-02T00:00:00.000Z,2020-05-18,2020-05-23,35000.0,A,Total Loss,Police,1,1,AR,Farmington,0,0,High
TXN00000071,A00005168,PLC00000010,AGENT01107,VNDR00033,2020-06-03T00:00:00.000Z,2020-05-24,2020-05-27,400.0,A,Total Loss,Ambulance,1,0,AK,Anchorage,1,0,Low
TXN00000092,A00009572,PLC00006462,AGENT00573,VNDR00532,2020-06-04T00:00:00.000Z,2020-05-15,2020-05-20,19000.0,A,Minor Loss,Other,1,0,TN,Nashville,9,0,Medium
TXN00000138,A00001701,PLC00008394,AGENT00341,VNDR00548,2020-06-05T00:00:00.000Z,2020-05-30,2020-06-01,100.0,A,Minor Loss,Other,0,1,AR,Fayetteville,23,0,Low
TXN00000149,A00005704,PLC00006988,AGENT00092,,2020-06-06T00:00:00.000Z,2020-05-23,2020-05-28,5000.0,A,Total Loss,Ambulance,1,0,KY,Louisville,11,0,Low
TXN00000154,A00004626,PLC00004508,AGENT00235,VNDR00404,2020-06-06T00:00:00.000Z,2020-05-27,2020-05-30,300.0,A,Total Loss,Police,0,0,CA,Cupertino,5,1,Low
TXN00000158,A00008052,PLC00005527,AGENT01017,VNDR00215,2020-06-06T00:00:00.000Z,2020-06-04,2020-06-04,33000.0,A,Total Loss,Ambulance,1,0,CT,Manchester,22,0,Medium
TXN00000172,A00009590,PLC00008527,AGENT01020,,2020-06-06T00:00:00.000Z,2020-05-17,2020-05-22,13000.0,A,Major Loss,None,0,1,TN,Nashville,1,0,Low
TXN00000185,A00002397,PLC00002699,AGENT00543,VNDR00429,2020-06-07T00:00:00.000Z,2020-05-31,2020-06-02,12000.0,A,Total Loss,Ambulance,0,0,MA,Scituate,20,1,Low
TXN00000198,A00007899,PLC00009038,AGENT01194,,2020-06-07T00:00:00.000Z,2020-05-30,2020-06-02,16000.0,A,Minor Loss,Police,1,1,MA,Springfield,2,0,Low
TXN00000288,A00003395,PLC00000935,AGENT00048,VNDR00019,2020-06-11T00:00:00.000Z,2020-05-25,2020-05-30,25000.0,A,Total Loss,None,0,1,AK,Anchorage,1,1,Medium
TXN00000295,A00004423,PLC00003476,AGENT00161,VNDR00266,2020-06-12T00:00:00.000Z,2020-06-06,2020-06-08,23000.0,A,Total Loss,Ambulance,1,1,TN,Nashville,6,0,Medium
TXN00000304,A00000358,PLC00009297,AGENT00534,,2020-06-12T00:00:00.000Z,2020-06-06,2020-06-08,3000.0,A,Minor Loss,None,0,0,CT,Manchester,0,0,Low
TXN00000307,A00001617,PLC00000517,AGENT00383,VNDR00222,2020-06-12T00:00:00.000Z,2020-06-04,2020-06-07,8000.0,D,Minor Loss,Other,0,1,CT,Manchester,3,0,Low
TXN00000312,A00000530,PLC00004660,AGENT00963,VNDR00391,2020-06-12T00:00:00.000Z,2020-06-06,2020-06-08,5000.0,A,Total Loss,Ambulance,1,0,KY,Louisville,1,0,Low
TXN00000338,A00003231,PLC00002340,AGENT00247,,2020-06-13T00:00:00.000Z,2020-06-11,2020-06-11,1000.0,A,Total Loss,Ambulance,1,1,VT,Readsboro,6,0,Low
TXN00000349,A00002084,PLC00003715,AGENT00543,VNDR00484,2020-06-14T00:00:00.000Z,2020-05-25,2020-05-30,16000.0,A,Minor Loss,Ambulance,1,1,AR,Fayetteville,6,0,Low
TXN00000382,A00001829,PLC00000587,AGENT00601,VNDR00565,2020-06-15T00:00:00.000Z,2020-06-07,2020-06-10,19000.0,A,Major Loss,Ambulance,0,1,DC,Washington,16,0,Medium
TXN00000383,A00007430,PLC00006879,AGENT00553,VNDR00541,2020-06-15T00:00:00.000Z,2020-06-04,2020-06-09,700.0,A,Minor Loss,Police,1,1,AL,Montgomery,16,0,Low
TXN00000395,A00005513,PLC00007687,AGENT01098,VNDR00287,2020-06-15T00:00:00.000Z,2020-06-06,2020-06-09,2000.0,A,Minor Loss,Ambulance,0,1,AL,Montgomery,10,0,Low
TXN00000422,A00006036,PLC00005177,AGENT00068,,2020-06-16T00:00:00.000Z,2020-05-30,2020-06-04,400.0,A,Total Loss,None,1,1,VT,Mount Tabor,12,0,Low
TXN00000442,A00008860,PLC00009457,AGENT00451,,2020-06-17T00:00:00.000Z,2020-06-11,2020-06-13,38000.0,A,Total Loss,Other,0,1,TN,Nashville,15,1,High
TXN00000462,A00007248,PLC00003794,AGENT00665,VNDR00278,2020-06-18T00:00:00.000Z,2020-06-15,2020-06-15,1000.0,A,Minor Loss,None,1,0,GA,Calhoun,16,0,Low
TXN00000464,A00009234,PLC00008533,AGENT00011,,2020-06-18T00:00:00.000Z,2020-06-05,2020-06-10,500.0,A,Minor Loss,Police,1,1,FL,Beverly Hills,0,0,Low
TXN00000475,A00004268,PLC00003783,AGENT00986,VNDR00249,2020-06-18T00:00:00.000Z,2020-06-05,2020-06-10,53000.0,A,Major Loss,Ambulance,1,1,AZ,Glendale,13,0,High
TXN00000493,A00005590,PLC00001253,AGENT00769,VNDR00313,2020-06-19T00:00:00.000Z,2020-06-01,2020-06-06,27000.0,A,Total Loss,Police,1,0,MA,Lynn,17,0,Medium
TXN00000498,A00001456,PLC00006280,AGENT00170,VNDR00109,2020-06-19T00:00:00.000Z,2020-05-31,2020-06-05,3000.0,D,Minor Loss,Other,1,1,KY,Louisville,14,0,Low
TXN00000503,A00002427,PLC00001998,AGENT00132,VNDR00152,2020-06-19T00:00:00.000Z,2020-06-13,2020-06-15,18000.0,A,Total Loss,None,1,1,CA,Oakland,6,0,Medium
TXN00000537,A00000050,PLC00004240,AGENT00566,VNDR00306,2020-06-21T00:00:00.000Z,2020-06-04,2020-06-09,38000.0,A,Total Loss,Ambulance,1,1,CA,Escondido,8,0,High
TXN00000559,A00007922,PLC00000827,AGENT00978,,2020-06-21T00:00:00.000Z,2020-06-18,2020-06-18,2000.0,A,Total Loss,Ambulance,1,1,AK,Anchorage,15,0,Low
TXN00000567,A00009627,PLC00009213,AGENT01039,VNDR00593,2020-06-22T00:00:00.000Z,2020-06-12,2020-06-15,3000.0,A,Minor Loss,None,0,1,KY,Louisville,19,0,Low
TXN00000586,A00009678,PLC00003214,AGENT00209,VNDR00058,2020-06-22T00:00:00.000Z,2020-06-10,2020-06-15,5000.0,A,Major Loss,Police,1,1,AR,Fayetteville,23,0,Low
TXN00000595,A00008552,PLC00001483,AGENT00291,VNDR00329,2020-06-23T00:00:00.000Z,2020-06-20,2020-06-20,13000.0,A,Major Loss,Ambulance,0,1,CO,Arvada,18,0,Low
TXN00000598,A00006854,PLC00000541,AGENT01158,,2020-06-23T00:00:00.000Z,2020-06-05,2020-06-10,31000.0,A,Minor Loss,Ambulance,1,0,OK,Oklahoma City,19,0,Medium
TXN00000608,A00001945,PLC00004394,AGENT00232,,2020-06-23T00:00:00.000Z,2020-06-10,2020-06-15,4000.0,D,Minor Loss,Police,1,1,TN,Nashville,11,0,Low
TXN00000619,A00001694,PLC00006491,AGENT00805,VNDR00466,2020-06-24T00:00:00.000Z,2020-06-09,2020-06-14,13000.0,A,Total Loss,Police,1,0,CT,Manchester,22,0,Low
TXN00000666,A00007542,PLC00001933,AGENT00108,,2020-06-26T00:00:00.000Z,2020-06-20,2020-06-22,1000.0,D,Major Loss,Ambulance,1,1,AR,Farmington,18,0,Low
TXN00000684,A00003375,PLC00008560,AGENT00861,VNDR00051,2020-06-26T00:00:00.000Z,2020-06-10,2020-06-15,100.0,A,Minor Loss,None,0,1,MD,Linthicum Heights,11,0,Low
TXN00000718,A00004545,PLC00007940,AGENT00598,VNDR00123,2020-06-28T00:00:00.000Z,2020-06-10,2020-06-15,95000.0,A,Minor Loss,Ambulance,0,0,MD,Arnold,19,1,High
TXN00000731,A00000748,PLC00004877,AGENT00260,VNDR00460,2020-06-29T00:00:00.000Z,2020-06-10,2020-06-15,6000.0,A,Major Loss,Other,0,1,CO,Arvada,23,0,Low
TXN00000739,A00009223,PLC00008633,AGENT00307,VNDR00443,2020-06-29T00:00:00.000Z,2020-06-14,2020-06-19,5000.0,A,Minor Loss,Ambulance,1,0,VT,Burlington,15,0,Low
TXN00000749,A00007302,PLC00003013,AGENT00606,VNDR00277,2020-06-29T00:00:00.000Z,2020-06-12,2020-06-17,8000.0,A,Minor Loss,None,0,1,FL,Panama City,23,0,Low
TXN00000779,A00000728,PLC00000667,AGENT00146,,2020-07-01T00:00:00.000Z,2020-06-16,2020-06-21,14000.0,A,Minor Loss,Ambulance,1,1,CA,San Leandro,10,0,Low
TXN00000781,A00007395,PLC00001959,AGENT00045,VNDR00373,2020-07-01T00:00:00.000Z,2020-06-15,2020-06-20,5000.0,A,Total Loss,Police,1,0,DC,Washington,8,0,Low
TXN00000804,A00003856,PLC00002945,AGENT01112,VNDR00284,2020-07-02T00:00:00.000Z,2020-06-23,2020-06-26,4000.0,A,Major Loss,Ambulance,0,1,AZ,Glendale,15,0,Low
